pID,participantID,conditionID,block,trial,targetIcon,menuSelected,itemSelected,menuTarget,itemTarget,time,errors,event
17,Declan,4x4 Chording,1,1,Owl,NA,NA,2,2,11621.799999982119,0, :up
17,Declan,4x4 Chording,1,1,Owl,0,NA,2,2,12606.799999982119,0,a:down
17,Declan,4x4 Chording,1,1,Owl,2,NA,2,2,13970.5,0,d:down
17,Declan,4x4 Chording,1,1,Owl,2,NA,2,2,14014.90000000596,0,a:up
17,Declan,4x4 Chording,1,1,Owl,2,2,2,2,15271.799999982119,0,l:down
17,Declan,4x4 Chording,1,1,Owl,2,NA,2,2,15622.699999988079,0,l:up
17,Declan,4x4 Chording,1,1,Owl,NA,NA,2,2,15654,0,d:up
17,Declan,4x4 Chording,1,2,Poodle,0,NA,1,1,16703.90000000596,0,a:down
17,Declan,4x4 Chording,1,2,Poodle,1,NA,1,1,17238.09999999404,0,s:down
17,Declan,4x4 Chording,1,2,Poodle,1,NA,1,1,17275.09999999404,0,a:up
17,Declan,4x4 Chording,1,2,Poodle,1,1,1,1,18606.69999998808,0,k:down
17,Declan,4x4 Chording,1,2,Poodle,1,NA,1,1,18703.5,0,k:up
17,Declan,4x4 Chording,1,2,Poodle,NA,NA,1,1,18931.19999998808,0,s:up
17,Declan,4x4 Chording,1,3,Shiba,0,NA,1,2,20041.29999998212,0,a:down
17,Declan,4x4 Chording,1,3,Shiba,1,NA,1,2,20180.19999998808,0,s:down
17,Declan,4x4 Chording,1,3,Shiba,1,NA,1,2,20186.19999998808,0,a:up
17,Declan,4x4 Chording,1,3,Shiba,1,2,1,2,21435.90000000596,0,l:down
17,Declan,4x4 Chording,1,3,Shiba,1,NA,1,2,21738.19999998808,0,l:up
17,Declan,4x4 Chording,1,3,Shiba,NA,NA,1,2,21772.5,0,s:up
17,Declan,4x4 Chording,1,4,Duck,1,NA,2,1,22380.5,0,s:down
17,Declan,4x4 Chording,1,4,Duck,2,NA,2,1,22954.79999998212,0,d:down
17,Declan,4x4 Chording,1,4,Duck,2,NA,2,1,23029.69999998808,0,s:up
17,Declan,4x4 Chording,1,4,Duck,2,1,2,1,24220.29999998212,0,k:down
17,Declan,4x4 Chording,1,4,Duck,2,NA,2,1,24602.19999998808,0,k:up
17,Declan,4x4 Chording,1,4,Duck,NA,NA,2,1,24608.09999999404,0,d:up
17,Declan,4x4 Chording,1,5,Shark,3,NA,3,2,25487.59999999404,0,f:down
17,Declan,4x4 Chording,1,5,Shark,3,2,3,2,26612.29999998212,0,l:down
17,Declan,4x4 Chording,1,5,Shark,3,NA,3,2,26932,0,l:up
17,Declan,4x4 Chording,1,5,Shark,NA,NA,3,2,26988.40000000596,0,f:up
17,Declan,4x4 Chording,1,6,Lion,1,NA,0,0,28256.09999999404,0,s:down
17,Declan,4x4 Chording,1,6,Lion,2,NA,0,0,29721.29999998212,0,d:down
17,Declan,4x4 Chording,1,6,Lion,2,NA,0,0,29787.90000000596,0,s:up
17,Declan,4x4 Chording,1,6,Lion,0,NA,0,0,30007.69999998808,0,a:down
17,Declan,4x4 Chording,1,6,Lion,0,NA,0,0,30042.40000000596,0,d:up
17,Declan,4x4 Chording,1,6,Lion,0,0,0,0,31229.79999998212,0,j:down
17,Declan,4x4 Chording,1,6,Lion,0,NA,0,0,31545,0,j:up
17,Declan,4x4 Chording,1,6,Lion,NA,NA,0,0,31560.5,0,a:up
17,Declan,4x4 Chording,1,7,Tabby,0,NA,0,1,32561.79999998212,0,a:down
17,Declan,4x4 Chording,1,7,Tabby,0,1,0,1,33327.29999998212,0,k:down
17,Declan,4x4 Chording,1,7,Tabby,0,NA,0,1,33463.69999998808,0,k:up
17,Declan,4x4 Chording,1,7,Tabby,NA,NA,0,1,33619.69999998808,0,a:up
17,Declan,4x4 Chording,1,8,Shepherd,0,NA,1,0,34756.40000000596,0,a:down
17,Declan,4x4 Chording,1,8,Shepherd,NA,NA,1,0,35554.29999998212,0,a:up
17,Declan,4x4 Chording,1,8,Shepherd,0,1,1,0,2059,1,error
17,Declan,4x4 Chording,1,8,Shepherd,1,NA,1,0,35593.09999999404,1,s:down
17,Declan,4x4 Chording,1,8,Shepherd,1,0,1,0,36360.29999998212,1,j:down
17,Declan,4x4 Chording,1,8,Shepherd,1,NA,1,0,36854.59999999404,1,j:up
17,Declan,4x4 Chording,1,8,Shepherd,NA,NA,1,0,36871,1,s:up
17,Declan,4x4 Chording,2,1,Poodle,NA,NA,1,1,44303.90000000596,0, :up
17,Declan,4x4 Chording,2,1,Poodle,1,NA,1,1,45360.29999998212,0,s:down
17,Declan,4x4 Chording,2,1,Poodle,0,NA,1,1,45386.29999998212,0,a:down
17,Declan,4x4 Chording,2,1,Poodle,0,NA,1,1,45414.59999999404,0,s:up
17,Declan,4x4 Chording,2,1,Poodle,1,NA,1,1,45954.40000000596,0,s:down
17,Declan,4x4 Chording,2,1,Poodle,1,NA,1,1,45971.5,0,a:up
17,Declan,4x4 Chording,2,1,Poodle,1,1,1,1,46759.79999998212,0,k:down
17,Declan,4x4 Chording,2,1,Poodle,1,NA,1,1,47154.19999998808,0,k:up
17,Declan,4x4 Chording,2,1,Poodle,NA,NA,1,1,47185.5,0,s:up
17,Declan,4x4 Chording,2,2,Lion,0,NA,0,0,48031.40000000596,0,a:down
17,Declan,4x4 Chording,2,2,Lion,0,0,0,0,48537.5,0,j:down
17,Declan,4x4 Chording,2,2,Lion,0,NA,0,0,48887.59999999404,0,j:up
17,Declan,4x4 Chording,2,2,Lion,NA,NA,0,0,48921.90000000596,0,a:up
17,Declan,4x4 Chording,2,3,Duck,2,NA,2,1,49703.29999998212,0,d:down
17,Declan,4x4 Chording,2,3,Duck,2,1,2,1,50821.59999999404,0,k:down
17,Declan,4x4 Chording,2,3,Duck,2,NA,2,1,51122.09999999404,0,k:up
17,Declan,4x4 Chording,2,3,Duck,NA,NA,2,1,51126.40000000596,0,d:up
17,Declan,4x4 Chording,2,4,Shiba,1,NA,1,2,51921.90000000596,0,s:down
17,Declan,4x4 Chording,2,4,Shiba,1,2,1,2,53052.40000000596,0,l:down
17,Declan,4x4 Chording,2,4,Shiba,1,NA,1,2,53358.69999998808,0,l:up
17,Declan,4x4 Chording,2,4,Shiba,NA,NA,1,2,53414.79999998212,0,s:up
17,Declan,4x4 Chording,2,5,Tabby,0,NA,0,1,54146.09999999404,0,a:down
17,Declan,4x4 Chording,2,5,Tabby,0,1,0,1,54854.79999998212,0,k:down
17,Declan,4x4 Chording,2,5,Tabby,0,NA,0,1,55143.09999999404,0,k:up
17,Declan,4x4 Chording,2,5,Tabby,NA,NA,0,1,55174.90000000596,0,a:up
17,Declan,4x4 Chording,2,6,Shark,3,NA,3,2,55843.79999998212,0,f:down
17,Declan,4x4 Chording,2,6,Shark,3,2,3,2,57253.5,0,l:down
17,Declan,4x4 Chording,2,6,Shark,3,NA,3,2,57504,0,l:up
17,Declan,4x4 Chording,2,6,Shark,NA,NA,3,2,57541.5,0,f:up
17,Declan,4x4 Chording,2,7,Owl,2,NA,2,2,58594.79999998212,0,d:down
17,Declan,4x4 Chording,2,7,Owl,2,2,2,2,59264.59999999404,0,l:down
17,Declan,4x4 Chording,2,7,Owl,2,NA,2,2,59573,0,l:up
17,Declan,4x4 Chording,2,7,Owl,NA,NA,2,2,59619.09999999404,0,d:up
17,Declan,4x4 Chording,2,8,Shepherd,1,NA,1,0,60442.69999998808,0,s:down
17,Declan,4x4 Chording,2,8,Shepherd,1,0,1,0,61325,0,j:down
17,Declan,4x4 Chording,2,8,Shepherd,1,NA,1,0,61548.09999999404,0,j:up
17,Declan,4x4 Chording,2,8,Shepherd,NA,NA,1,0,61571.40000000596,0,s:up
17,Declan,4x4 Chording,3,1,Poodle,NA,NA,1,1,63041.40000000596,0, :up
17,Declan,4x4 Chording,3,1,Poodle,1,NA,1,1,63861.29999998212,0,s:down
17,Declan,4x4 Chording,3,1,Poodle,1,1,1,1,64425.90000000596,0,k:down
17,Declan,4x4 Chording,3,1,Poodle,1,NA,1,1,64671.5,0,k:up
17,Declan,4x4 Chording,3,1,Poodle,NA,NA,1,1,64702.19999998808,0,s:up
17,Declan,4x4 Chording,3,2,Lion,0,NA,0,0,65674.29999998212,0,a:down
17,Declan,4x4 Chording,3,2,Lion,0,0,0,0,66238.29999998212,0,j:down
17,Declan,4x4 Chording,3,2,Lion,0,NA,0,0,66479.40000000596,0,j:up
17,Declan,4x4 Chording,3,2,Lion,NA,NA,0,0,66508,0,a:up
17,Declan,4x4 Chording,3,3,Duck,2,NA,2,1,68003,0,d:down
17,Declan,4x4 Chording,3,3,Duck,3,NA,2,1,69842.59999999404,0,f:down
17,Declan,4x4 Chording,3,3,Duck,3,NA,2,1,69952.19999998808,0,d:up
17,Declan,4x4 Chording,3,3,Duck,2,NA,2,1,70397.09999999404,0,d:down
17,Declan,4x4 Chording,3,3,Duck,2,NA,2,1,70558.19999998808,0,f:up
17,Declan,4x4 Chording,3,3,Duck,2,1,2,1,70937.79999998212,0,k:down
17,Declan,4x4 Chording,3,3,Duck,2,NA,2,1,71164.79999998212,0,k:up
17,Declan,4x4 Chording,3,3,Duck,NA,NA,2,1,71188.90000000596,0,d:up
17,Declan,4x4 Chording,3,4,Shiba,1,NA,1,2,72027.09999999404,0,s:down
17,Declan,4x4 Chording,3,4,Shiba,1,2,1,2,72610.09999999404,0,l:down
17,Declan,4x4 Chording,3,4,Shiba,1,NA,1,2,72837.69999998808,0,l:up
17,Declan,4x4 Chording,3,4,Shiba,NA,NA,1,2,72870.79999998212,0,s:up
17,Declan,4x4 Chording,3,5,Owl,2,NA,2,2,73563.59999999404,0,d:down
17,Declan,4x4 Chording,3,5,Owl,2,2,2,2,74187.79999998212,0,l:down
17,Declan,4x4 Chording,3,5,Owl,2,NA,2,2,74437.79999998212,0,l:up
17,Declan,4x4 Chording,3,5,Owl,NA,NA,2,2,74442,0,d:up
17,Declan,4x4 Chording,3,6,Tabby,1,NA,0,1,75305.40000000596,0,s:down
17,Declan,4x4 Chording,3,6,Tabby,1,2,0,1,75877.09999999404,0,l:down
17,Declan,4x4 Chording,3,6,Tabby,0,2,0,1,76303.40000000596,0,a:down
17,Declan,4x4 Chording,3,6,Tabby,0,2,0,1,76376.90000000596,0,s:up
17,Declan,4x4 Chording,3,6,Tabby,0,1,0,1,77079.59999999404,0,k:down
17,Declan,4x4 Chording,3,6,Tabby,0,1,0,1,77131.40000000596,0,l:up
17,Declan,4x4 Chording,3,6,Tabby,0,NA,0,1,77522.69999998808,0,k:up
17,Declan,4x4 Chording,3,6,Tabby,NA,NA,0,1,77555.29999998212,0,a:up
17,Declan,4x4 Chording,3,7,Shepherd,1,NA,1,0,78390.90000000596,0,s:down
17,Declan,4x4 Chording,3,7,Shepherd,1,0,1,0,79105.59999999404,0,j:down
17,Declan,4x4 Chording,3,7,Shepherd,1,NA,1,0,79335.90000000596,0,j:up
17,Declan,4x4 Chording,3,7,Shepherd,NA,NA,1,0,79360.5,0,s:up
17,Declan,4x4 Chording,3,8,Shark,3,NA,3,2,80265,0,f:down
17,Declan,4x4 Chording,3,8,Shark,3,2,3,2,80765,0,l:down
17,Declan,4x4 Chording,3,8,Shark,3,NA,3,2,81012.69999998808,0,l:up
17,Declan,4x4 Chording,3,8,Shark,NA,NA,3,2,81035,0,f:up
17,Declan,4x4 Chording,4,1,Shepherd,NA,NA,1,0,83424.40000000596,0, :up
17,Declan,4x4 Chording,4,1,Shepherd,0,NA,1,0,83965.59999999404,0,a:down
17,Declan,4x4 Chording,4,1,Shepherd,1,NA,1,0,84910.09999999404,0,s:down
17,Declan,4x4 Chording,4,1,Shepherd,1,NA,1,0,84935.69999998808,0,a:up
17,Declan,4x4 Chording,4,1,Shepherd,0,NA,1,0,85078.59999999404,0,a:down
17,Declan,4x4 Chording,4,1,Shepherd,1,NA,1,0,85109.59999999404,0,a:up
17,Declan,4x4 Chording,4,1,Shepherd,1,0,1,0,85905.5,0,j:down
17,Declan,4x4 Chording,4,1,Shepherd,1,NA,1,0,86180.79999998212,0,j:up
17,Declan,4x4 Chording,4,1,Shepherd,NA,NA,1,0,86192.19999998808,0,s:up
17,Declan,4x4 Chording,4,2,Duck,2,NA,2,1,86863.90000000596,0,d:down
17,Declan,4x4 Chording,4,2,Duck,2,1,2,1,87411.69999998808,0,k:down
17,Declan,4x4 Chording,4,2,Duck,2,NA,2,1,87662,0,k:up
17,Declan,4x4 Chording,4,2,Duck,NA,NA,2,1,87680.5,0,d:up
17,Declan,4x4 Chording,4,3,Lion,0,NA,0,0,88664,0,a:down
17,Declan,4x4 Chording,4,3,Lion,0,0,0,0,89304.5,0,j:down
17,Declan,4x4 Chording,4,3,Lion,0,NA,0,0,89803.79999998212,0,j:up
17,Declan,4x4 Chording,4,3,Lion,NA,NA,0,0,89996.5,0,a:up
17,Declan,4x4 Chording,4,4,Shiba,0,NA,1,2,90577.19999998808,0,a:down
17,Declan,4x4 Chording,4,4,Shiba,1,NA,1,2,91414.29999998212,0,s:down
17,Declan,4x4 Chording,4,4,Shiba,1,NA,1,2,91454.29999998212,0,a:up
17,Declan,4x4 Chording,4,4,Shiba,1,2,1,2,92304.5,0,l:down
17,Declan,4x4 Chording,4,4,Shiba,1,NA,1,2,92611.69999998808,0,l:up
17,Declan,4x4 Chording,4,4,Shiba,NA,NA,1,2,92619.79999998212,0,s:up
17,Declan,4x4 Chording,4,5,Owl,2,NA,2,2,93221.19999998808,0,d:down
17,Declan,4x4 Chording,4,5,Owl,2,2,2,2,93797.5,0,l:down
17,Declan,4x4 Chording,4,5,Owl,2,NA,2,2,94089,0,l:up
17,Declan,4x4 Chording,4,5,Owl,NA,NA,2,2,94112.90000000596,0,d:up
17,Declan,4x4 Chording,4,6,Poodle,1,NA,1,1,94852.69999998808,0,s:down
17,Declan,4x4 Chording,4,6,Poodle,1,1,1,1,95420.29999998212,0,k:down
17,Declan,4x4 Chording,4,6,Poodle,1,NA,1,1,95754.90000000596,0,k:up
17,Declan,4x4 Chording,4,6,Poodle,NA,NA,1,1,95763,0,s:up
17,Declan,4x4 Chording,4,7,Shark,3,NA,3,2,96437,0,f:down
17,Declan,4x4 Chording,4,7,Shark,3,2,3,2,96888.69999998808,0,l:down
17,Declan,4x4 Chording,4,7,Shark,3,NA,3,2,97171.69999998808,0,l:up
17,Declan,4x4 Chording,4,7,Shark,NA,NA,3,2,97179.79999998212,0,f:up
17,Declan,4x4 Chording,4,8,Tabby,0,NA,0,1,98174.40000000596,0,a:down
17,Declan,4x4 Chording,4,8,Tabby,0,1,0,1,98754.90000000596,0,k:down
17,Declan,4x4 Chording,4,8,Tabby,0,NA,0,1,99013.29999998212,0,k:up
17,Declan,4x4 Chording,4,8,Tabby,NA,NA,0,1,99045.5,0,a:up
17,Declan,4x4 Chording,5,1,Owl,NA,NA,2,2,100147.69999998808,0, :up
17,Declan,4x4 Chording,5,1,Owl,2,NA,2,2,101013.59999999404,0,d:down
17,Declan,4x4 Chording,5,1,Owl,2,2,2,2,101513.90000000596,0,l:down
17,Declan,4x4 Chording,5,1,Owl,2,NA,2,2,101745.69999998808,0,l:up
17,Declan,4x4 Chording,5,1,Owl,NA,NA,2,2,101755.79999998212,0,d:up
17,Declan,4x4 Chording,5,2,Tabby,0,NA,0,1,103127.5,0,a:down
17,Declan,4x4 Chording,5,2,Tabby,0,1,0,1,103136.79999998212,0,k:down
17,Declan,4x4 Chording,5,2,Tabby,0,NA,0,1,103703.79999998212,0,k:up
17,Declan,4x4 Chording,5,2,Tabby,NA,NA,0,1,103725.79999998212,0,a:up
17,Declan,4x4 Chording,5,3,Duck,2,NA,2,1,104931.69999998808,0,d:down
17,Declan,4x4 Chording,5,3,Duck,2,1,2,1,105599.79999998212,0,k:down
17,Declan,4x4 Chording,5,3,Duck,2,NA,2,1,105891.59999999404,0,k:up
17,Declan,4x4 Chording,5,3,Duck,NA,NA,2,1,105908.40000000596,0,d:up
17,Declan,4x4 Chording,5,4,Shiba,1,NA,1,2,106677.5,0,s:down
17,Declan,4x4 Chording,5,4,Shiba,1,2,1,2,107228.29999998212,0,l:down
17,Declan,4x4 Chording,5,4,Shiba,1,NA,1,2,107571.29999998212,0,l:up
17,Declan,4x4 Chording,5,4,Shiba,NA,NA,1,2,107578.90000000596,0,s:up
17,Declan,4x4 Chording,5,5,Shark,3,NA,3,2,109222.09999999404,0,f:down
17,Declan,4x4 Chording,5,5,Shark,3,2,3,2,109674.59999999404,0,l:down
17,Declan,4x4 Chording,5,5,Shark,3,NA,3,2,109888.90000000596,0,l:up
17,Declan,4x4 Chording,5,5,Shark,NA,NA,3,2,109936.09999999404,0,f:up
17,Declan,4x4 Chording,5,6,Lion,1,NA,0,0,110692,0,s:down
17,Declan,4x4 Chording,5,6,Lion,0,NA,0,0,111469.90000000596,0,a:down
17,Declan,4x4 Chording,5,6,Lion,0,NA,0,0,111508.29999998212,0,s:up
17,Declan,4x4 Chording,5,6,Lion,0,0,0,0,112159.79999998212,0,j:down
17,Declan,4x4 Chording,5,6,Lion,0,NA,0,0,112404.5,0,j:up
17,Declan,4x4 Chording,5,6,Lion,NA,NA,0,0,112437.79999998212,0,a:up
17,Declan,4x4 Chording,5,7,Shepherd,1,NA,1,0,113111.40000000596,0,s:down
17,Declan,4x4 Chording,5,7,Shepherd,1,0,1,0,113697.40000000596,0,j:down
17,Declan,4x4 Chording,5,7,Shepherd,1,NA,1,0,113953,0,j:up
17,Declan,4x4 Chording,5,7,Shepherd,NA,NA,1,0,113968.69999998808,0,s:up
17,Declan,4x4 Chording,5,8,Poodle,1,NA,1,1,114542.09999999404,0,s:down
17,Declan,4x4 Chording,5,8,Poodle,NA,NA,1,1,114576.5,0,s:up
17,Declan,4x4 Chording,5,8,Poodle,1,1,1,1,1530.7999999821186,1,error
17,Declan,4x4 Chording,5,8,Poodle,1,NA,1,1,114924.40000000596,1,s:down
17,Declan,4x4 Chording,5,8,Poodle,1,1,1,1,115398.19999998808,1,k:down
17,Declan,4x4 Chording,5,8,Poodle,1,NA,1,1,115698.69999998808,1,k:up
17,Declan,4x4 Chording,5,8,Poodle,NA,NA,1,1,115714.09999999404,1,s:up
17,Declan,4x4 Chording,6,1,Tuna,NA,NA,3,1,116588.5,0, :up
17,Declan,4x4 Chording,6,1,Tuna,3,NA,3,1,117298.5,0,f:down
17,Declan,4x4 Chording,6,1,Tuna,3,1,3,1,117902.79999998212,0,k:down
17,Declan,4x4 Chording,6,1,Tuna,3,NA,3,1,118164.19999998808,0,k:up
17,Declan,4x4 Chording,6,1,Tuna,NA,NA,3,1,118192.59999999404,0,f:up
17,Declan,4x4 Chording,6,2,Flamingo,2,NA,2,3,119106.79999998212,0,d:down
17,Declan,4x4 Chording,6,2,Flamingo,2,3,2,3,119952.09999999404,0,;:down
17,Declan,4x4 Chording,6,2,Flamingo,2,NA,2,3,120228.79999998212,0,;:up
17,Declan,4x4 Chording,6,2,Flamingo,NA,NA,2,3,120304.29999998212,0,d:up
17,Declan,4x4 Chording,6,3,Jaguar,1,NA,0,3,121145.29999998212,0,s:down
17,Declan,4x4 Chording,6,3,Jaguar,0,NA,0,3,121641.69999998808,0,a:down
17,Declan,4x4 Chording,6,3,Jaguar,0,NA,0,3,121677.19999998808,0,s:up
17,Declan,4x4 Chording,6,3,Jaguar,0,3,0,3,122244.69999998808,0,;:down
17,Declan,4x4 Chording,6,3,Jaguar,0,NA,0,3,122548.40000000596,0,;:up
17,Declan,4x4 Chording,6,3,Jaguar,NA,NA,0,3,122587,0,a:up
17,Declan,4x4 Chording,6,4,Jellyfish,3,NA,3,0,123579.79999998212,0,f:down
17,Declan,4x4 Chording,6,4,Jellyfish,3,0,3,0,124123.40000000596,0,j:down
17,Declan,4x4 Chording,6,4,Jellyfish,3,NA,3,0,124421.59999999404,0,j:up
17,Declan,4x4 Chording,6,4,Jellyfish,NA,NA,3,0,124437.40000000596,0,f:up
17,Declan,4x4 Chording,6,5,Leopard,1,NA,0,2,125422.79999998212,0,s:down
17,Declan,4x4 Chording,6,5,Leopard,0,NA,0,2,126071,0,a:down
17,Declan,4x4 Chording,6,5,Leopard,0,NA,0,2,126121.79999998212,0,s:up
17,Declan,4x4 Chording,6,5,Leopard,0,2,0,2,126672.09999999404,0,l:down
17,Declan,4x4 Chording,6,5,Leopard,0,NA,0,2,126935.69999998808,0,l:up
17,Declan,4x4 Chording,6,5,Leopard,NA,NA,0,2,126961.19999998808,0,a:up
17,Declan,4x4 Chording,6,6,Parrot,3,NA,2,0,127895.5,0,f:down
17,Declan,4x4 Chording,6,6,Parrot,2,NA,2,0,128405.19999998808,0,d:down
17,Declan,4x4 Chording,6,6,Parrot,2,NA,2,0,128482.79999998212,0,f:up
17,Declan,4x4 Chording,6,6,Parrot,2,0,2,0,129128.09999999404,0,j:down
17,Declan,4x4 Chording,6,6,Parrot,2,NA,2,0,129394.69999998808,0,j:up
17,Declan,4x4 Chording,6,6,Parrot,NA,NA,2,0,129422.19999998808,0,d:up
17,Declan,4x4 Chording,6,7,Starfish,3,NA,3,3,130239,0,f:down
17,Declan,4x4 Chording,6,7,Starfish,3,3,3,3,130738.40000000596,0,;:down
17,Declan,4x4 Chording,6,7,Starfish,3,NA,3,3,131020.59999999404,0,;:up
17,Declan,4x4 Chording,6,7,Starfish,NA,NA,3,3,131037.5,0,f:up
17,Declan,4x4 Chording,6,8,Yorkie,1,NA,1,3,132054.59999999404,0,s:down
17,Declan,4x4 Chording,6,8,Yorkie,1,3,1,3,132794.59999999404,0,;:down
17,Declan,4x4 Chording,6,8,Yorkie,1,NA,1,3,133105.69999998808,0,;:up
17,Declan,4x4 Chording,6,8,Yorkie,NA,NA,1,3,133137.5,0,s:up
17,Declan,4x4 Chording,7,1,Yorkie,NA,NA,1,3,133987,0, :up
17,Declan,4x4 Chording,7,1,Yorkie,1,NA,1,3,134426.19999998808,0,s:down
17,Declan,4x4 Chording,7,1,Yorkie,1,3,1,3,134810.79999998212,0,;:down
17,Declan,4x4 Chording,7,1,Yorkie,1,NA,1,3,135057.19999998808,0,;:up
17,Declan,4x4 Chording,7,1,Yorkie,NA,NA,1,3,135080.79999998212,0,s:up
17,Declan,4x4 Chording,7,2,Starfish,3,NA,3,3,135875.09999999404,0,f:down
17,Declan,4x4 Chording,7,2,Starfish,3,3,3,3,136339.40000000596,0,;:down
17,Declan,4x4 Chording,7,2,Starfish,3,NA,3,3,136589.29999998212,0,;:up
17,Declan,4x4 Chording,7,2,Starfish,NA,NA,3,3,136609,0,f:up
17,Declan,4x4 Chording,7,3,Jaguar,2,NA,0,3,137292.19999998808,0,d:down
17,Declan,4x4 Chording,7,3,Jaguar,0,NA,0,3,137847.59999999404,0,a:down
17,Declan,4x4 Chording,7,3,Jaguar,0,NA,0,3,137853.5,0,d:up
17,Declan,4x4 Chording,7,3,Jaguar,0,3,0,3,138606.19999998808,0,;:down
17,Declan,4x4 Chording,7,3,Jaguar,0,NA,0,3,138837.40000000596,0,;:up
17,Declan,4x4 Chording,7,3,Jaguar,NA,NA,0,3,138869.19999998808,0,a:up
17,Declan,4x4 Chording,7,4,Flamingo,3,NA,2,3,139805.69999998808,0,f:down
17,Declan,4x4 Chording,7,4,Flamingo,2,NA,2,3,140224.90000000596,0,d:down
17,Declan,4x4 Chording,7,4,Flamingo,2,NA,2,3,140271.09999999404,0,f:up
17,Declan,4x4 Chording,7,4,Flamingo,2,3,2,3,140839.40000000596,0,;:down
17,Declan,4x4 Chording,7,4,Flamingo,2,NA,2,3,141083.40000000596,0,;:up
17,Declan,4x4 Chording,7,4,Flamingo,NA,NA,2,3,141094.19999998808,0,d:up
17,Declan,4x4 Chording,7,5,Parrot,3,NA,2,0,142054.29999998212,0,f:down
17,Declan,4x4 Chording,7,5,Parrot,2,NA,2,0,142596.09999999404,0,d:down
17,Declan,4x4 Chording,7,5,Parrot,2,NA,2,0,142670.19999998808,0,f:up
17,Declan,4x4 Chording,7,5,Parrot,2,0,2,0,143715,0,j:down
17,Declan,4x4 Chording,7,5,Parrot,2,NA,2,0,144027.79999998212,0,j:up
17,Declan,4x4 Chording,7,5,Parrot,NA,NA,2,0,144046.69999998808,0,d:up
17,Declan,4x4 Chording,7,6,Tuna,1,NA,3,1,144871.19999998808,0,s:down
17,Declan,4x4 Chording,7,6,Tuna,NA,NA,3,1,144930.5,0,s:up
17,Declan,4x4 Chording,7,6,Tuna,1,3,3,1,2952.4000000059605,1,error
17,Declan,4x4 Chording,7,6,Tuna,3,NA,3,1,144981.40000000596,1,f:down
17,Declan,4x4 Chording,7,6,Tuna,3,1,3,1,145705.40000000596,1,k:down
17,Declan,4x4 Chording,7,6,Tuna,3,NA,3,1,145961.40000000596,1,k:up
17,Declan,4x4 Chording,7,6,Tuna,NA,NA,3,1,145988.29999998212,1,f:up
17,Declan,4x4 Chording,7,7,Leopard,0,NA,0,2,146636.40000000596,0,a:down
17,Declan,4x4 Chording,7,7,Leopard,0,2,0,2,147338.5,0,l:down
17,Declan,4x4 Chording,7,7,Leopard,0,NA,0,2,147604.09999999404,0,l:up
17,Declan,4x4 Chording,7,7,Leopard,NA,NA,0,2,147614.5,0,a:up
17,Declan,4x4 Chording,7,8,Jellyfish,3,NA,3,0,148389.5,0,f:down
17,Declan,4x4 Chording,7,8,Jellyfish,3,0,3,0,148903.79999998212,0,j:down
17,Declan,4x4 Chording,7,8,Jellyfish,3,NA,3,0,149136.5,0,j:up
17,Declan,4x4 Chording,7,8,Jellyfish,NA,NA,3,0,149162.29999998212,0,f:up
17,Declan,4x4 Chording,8,1,Jaguar,NA,NA,0,3,149969.90000000596,0, :up
17,Declan,4x4 Chording,8,1,Jaguar,0,NA,0,3,150680,0,a:down
17,Declan,4x4 Chording,8,1,Jaguar,0,3,0,3,151121.90000000596,0,;:down
17,Declan,4x4 Chording,8,1,Jaguar,0,NA,0,3,151287.79999998212,0,;:up
17,Declan,4x4 Chording,8,1,Jaguar,NA,NA,0,3,151328.29999998212,0,a:up
17,Declan,4x4 Chording,8,2,Tuna,3,NA,3,1,152072.79999998212,0,f:down
17,Declan,4x4 Chording,8,2,Tuna,3,1,3,1,152591.29999998212,0,k:down
17,Declan,4x4 Chording,8,2,Tuna,3,NA,3,1,152771.19999998808,0,k:up
17,Declan,4x4 Chording,8,2,Tuna,NA,NA,3,1,152804.19999998808,0,f:up
17,Declan,4x4 Chording,8,3,Starfish,3,NA,3,3,153613.69999998808,0,f:down
17,Declan,4x4 Chording,8,3,Starfish,3,3,3,3,154025.29999998212,0,;:down
17,Declan,4x4 Chording,8,3,Starfish,3,NA,3,3,154219.69999998808,0,;:up
17,Declan,4x4 Chording,8,3,Starfish,NA,NA,3,3,154261.29999998212,0,f:up
17,Declan,4x4 Chording,8,4,Leopard,1,NA,0,2,155589.29999998212,0,s:down
17,Declan,4x4 Chording,8,4,Leopard,0,NA,0,2,156345.40000000596,0,a:down
17,Declan,4x4 Chording,8,4,Leopard,0,NA,0,2,156378.29999998212,0,s:up
17,Declan,4x4 Chording,8,4,Leopard,0,2,0,2,156969.59999999404,0,l:down
17,Declan,4x4 Chording,8,4,Leopard,0,NA,0,2,157191.09999999404,0,l:up
17,Declan,4x4 Chording,8,4,Leopard,NA,NA,0,2,157223,0,a:up
17,Declan,4x4 Chording,8,5,Yorkie,1,NA,1,3,158056.90000000596,0,s:down
17,Declan,4x4 Chording,8,5,Yorkie,1,3,1,3,158541.5,0,;:down
17,Declan,4x4 Chording,8,5,Yorkie,1,NA,1,3,158754,0,;:up
17,Declan,4x4 Chording,8,5,Yorkie,NA,NA,1,3,158780.40000000596,0,s:up
17,Declan,4x4 Chording,8,6,Flamingo,2,NA,2,3,159870,0,d:down
17,Declan,4x4 Chording,8,6,Flamingo,2,3,2,3,160380.29999998212,0,;:down
